"内部序号","分组一","分组二","分组三","分组四","分组五","类型","测量量程最小值","测量量程最大值","单位","断线上限","断线下限","设定上限","设定下限","阶码","报警方式","报警级别","报警延时","参数补偿编号","回差值","曲线编号","多点编号","网关IP","系统编号","分系统编号","站名称","站ID","IO模块类型","IO模块ID","点号","1/0有效","满量程上限","满量程下限","滤波标志","滤波次数","平均值处理标志","精度","斜率参数(A)","偏移参数(B)","刷新时间","A/D增益值","使用","开关状态","有报警","折线编号","1级报警","2级报警","3级报警","网关显示","参数类别","封装盒","选择","特殊ID标识","平均值与限值标志","OPC标志","安全标志","备份1","备份2","备份3","备份4","备份5","局域网","vdr","导航","备份6","备份7","备份8","备份9","备份10","测点名称","测点名称_en","简称","简称_tmp","测点号"
616,0,0,0,0,0,"4-20mA输入",0.00000000e+00,1.00000000e+01,"bar",,,0.00000000e+00,0.00000000e+00,"2","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,3,"-1",1.00000000e+01,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右齿轮箱滑油压力",,"右齿轮箱滑油压力",,"0403"
421,0,0,0,0,0,"4-20mA输入",0.00000000e+00,2.00000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,7,"-1",2.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左齿轮箱正车推力滑动轴承温度",,"左齿正车推力滑动轴承温度",,"0307"
422,0,0,0,0,0,"4-20mA输入",0.00000000e+00,2.00000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,8,"-1",2.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左齿轮箱输出前滑动轴承温度",,"左齿输出前滑动轴承温度",,"0308"
423,0,0,0,0,0,"4-20mA输入",0.00000000e+00,2.00000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,9,"-1",2.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左齿轮箱输出后滑动轴承温度",,"左齿输出后滑动轴承温度",,"0309"
424,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,10,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,424,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左齿轮箱滑油压力低报警",,"左齿轮箱滑油压力低报警",,"0310"
425,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","2",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,11,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"2",1,425,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左齿轮箱滑油压力低压停机",,"左齿轮箱滑油压力低压停机",,"0311"
426,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,12,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,426,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左齿轮箱滑油压力高备用泵停止",,"左齿滑油压力高备用泵停止",,"0312"
427,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,13,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,427,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左齿轮箱滑油压力低备用泵启动",,"左齿滑油压力低备用泵启动",,"0313"
428,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,14,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,428,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左齿轮箱滑油高温报警",,"左齿轮箱滑油高温报警",,"0314"
429,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,15,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,429,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左齿正车推力滑动轴承温度高温报警",,"左齿正车推力滑动轴承温高",,"0315"
430,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,18,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,430,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左齿轮箱滤油器压差高报警",,"左齿轮箱滤油器压差高报警",,"0318"
431,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,19,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,431,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左齿轮箱齿轮箱油位低报警",,"左齿轮箱齿轮箱油位低报警",,"0319"
432,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,20,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,432,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左齿轮箱主离合器工作油压低报警",,"左齿主离合器工作油压低警",,"0320"
433,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,21,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,433,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左齿对外水泵离合器工作油压低报警",,"左齿对外水泵离合器油压低",,"0321"
617,0,0,0,0,0,"4-20mA输入",0.00000000e+00,1.00000000e+01,"bar",,,0.00000000e+00,0.00000000e+00,"2","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,4,"-1",1.00000000e+01,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右齿轮箱滑油压力-报警",,"右齿轮箱滑油压力-报警",,"0404"
618,0,0,0,0,0,"4-20mA输入",0.00000000e+00,1.00000000e+01,"bar",,,0.00000000e+00,0.00000000e+00,"2","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,5,"-1",1.00000000e+01,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右齿轮箱滑油压力-安保",,"右齿轮箱滑油压力-安保",,"0405"
619,0,0,0,0,0,"4-20mA输入",0.00000000e+00,2.00000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,6,"-1",2.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右齿轮箱滑油温度",,"右齿轮箱滑油温度",,"0406"
620,0,0,0,0,0,"4-20mA输入",0.00000000e+00,2.00000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,7,"-1",2.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右齿轮箱正车推力滑动轴承温度",,"右齿正车推力滑动轴承温度",,"0407"
621,0,0,0,0,0,"4-20mA输入",0.00000000e+00,2.00000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,8,"-1",2.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右齿轮箱输出前滑动轴承温度",,"右齿输出前滑动轴承温度",,"0408"
622,0,0,0,0,0,"4-20mA输入",0.00000000e+00,2.00000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,9,"-1",2.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右齿轮箱输出后滑动轴承温度",,"右齿输出后滑动轴承温度",,"0409"
623,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,10,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,623,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右齿轮箱滑油压力低报警",,"右齿轮箱滑油压力低报警",,"0410"
624,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","2",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,11,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"2",1,624,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右齿轮箱滑油压力低压停机",,"右齿轮箱滑油压力低压停机",,"0411"
625,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,12,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,625,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右齿轮箱滑油压力高备用泵停止",,"右齿滑油压力高备用泵停止",,"0412"
626,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,13,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,626,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右齿轮箱滑油压力低备用泵启动",,"右齿滑油压力低备用泵启动",,"0413"
627,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,14,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,627,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右齿轮箱滑油高温报警",,"右齿轮箱滑油高温报警",,"0414"
628,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,15,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,628,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右齿正车推力滑动轴承温度高温报警",,"右齿正车推力滑动轴承温高",,"0415"
629,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,16,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,629,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右齿轮箱输出前滑动轴承温度报警",,"右齿输出前滑动轴承温报警",,"0416"
434,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,22,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,434,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左齿轮箱主离合器合脱排指示",,"左齿主离合器合脱排指示",,"0322"
435,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,23,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,435,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左齿轮箱对外水泵离合器合脱排指示",,"左齿对外水泵离合器合脱排",,"0323"
436,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,24,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,436,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左齿对外水泵离合器工作油压备泵停",,"左齿对外水泵离合油备泵停",,"0324"
437,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,25,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,437,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左齿对外水泵离合器工作油压低备泵启动",,"左齿水泵离合油压低备泵启",,"0325"
438,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,26,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,438,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左齿轮箱主离合器工作指示",,"左齿轮箱主离合器工作指示",,"0326"
439,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,27,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,439,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左齿轮箱对外水泵离合器工作指示",,"左齿对外水泵离合工作指示",,"0327"
440,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,28,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,440,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左齿轮箱遥控指示",,"左齿轮箱遥控指示",,"0328"
441,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,29,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,441,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左齿轮箱综合报警",,"左齿轮箱综合报警",,"0329"
442,0,0,0,0,0,"4-20mA输入",0.00000000e+00,2.00000000e+03,"rpm",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9987 串口7模块",10,1,"-1",2.00000000e+03,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"应急发电机组转速",,"应急发电机组转速",,"1101"
443,0,0,0,0,0,"4-20mA输入",0.00000000e+00,1.00000000e+00,"MPa",,,0.00000000e+00,0.00000000e+00,"2","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9987 串口7模块",10,2,"-1",1.00000000e+00,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"应急发电机滑油压力",,"应急发电机滑油压力",,"1102"
444,0,0,0,0,0,"4-20mA输入",0.00000000e+00,2.00000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9987 串口7模块",10,3,"-1",2.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"应急发电机冷却水温度",,"应急发电机冷却水温度",,"1103"
445,0,0,0,0,0,"4-20mA输入",0.00000000e+00,5.00000000e+01,"V",,,0.00000000e+00,0.00000000e+00,"1","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9987 串口7模块",10,4,"-1",5.00000000e+01,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"应急发电机电瓶电压",,"应急发电机电瓶电压",,"1104"
446,0,0,0,0,0,"4-20mA输入",0.00000000e+00,3.27670000e+04,"H",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9987 串口7模块",10,5,"-1",3.27670000e+04,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"应急发电机运行时间",,"应急发电机运行时间",,"1105"
630,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,17,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,630,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右齿轮箱输出后滑动轴承温度报警",,"右齿输出后滑动轴承温报警",,"0417"
631,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,18,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,631,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右齿轮箱滤油器压差高报警",,"右齿轮箱滤油器压差高报警",,"0418"
632,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,19,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,632,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右齿轮箱齿轮箱油位低报警",,"右齿轮箱齿轮箱油位低报警",,"0419"
633,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,20,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,633,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右齿轮箱主离合器工作油压低报警",,"右齿主离合器工作油压低警",,"0420"
634,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,21,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,634,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右齿PTO离合器工作油压低报警",,"右齿PTO离合器工作油压低",,"0421"
635,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,22,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,635,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右齿轮箱主离合器合脱排指示",,"右齿主离合器合脱排指示",,"0422"
636,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,23,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,636,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右齿轮箱PTO离合器合脱排指示",,"右齿轮箱PTO离合器合脱排",,"0423"
637,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,24,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,637,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右齿PTO离合器工作油压备泵停",,"右PTO离合工作油压备泵停",,"0424"
638,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,25,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,638,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右齿PTO离合器工作油压低备泵启动",,"右齿PTO离合油压低备泵启",,"0425"
639,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,26,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,639,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右齿轮箱主离合器工作指示",,"右齿轮箱主离合器工作指示",,"0426"
640,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,27,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,640,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右齿轮箱PTO离合器工作指示",,"右齿PTO离合器工作指示",,"0427"
641,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,28,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,641,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右齿轮箱遥控指示",,"右齿轮箱遥控指示",,"0428"
642,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,29,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,642,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右齿轮箱综合报警",,"右齿轮箱综合报警",,"0429"
447,0,0,0,0,0,"4-20mA输入",0.00000000e+00,2.00000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9987 串口7模块",10,6,"-1",2.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"应急发电机滑油温度",,"应急发电机滑油温度",,"1106"
451,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9987 串口7模块",10,10,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,451,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"应急发电机淡水水位低报警",,"应急发电机淡水水位低报警",,"1110"
452,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9987 串口7模块",10,18,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,452,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"应急发电机安全系统故障报警",,"应急发电机安全系统故障",,"1111"
453,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9987 串口7模块",10,12,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,453,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"应急发电机起动失败报警",,"应急发电机起动失败报警",,"1112"
